x,y,z
-11,25,-1020
1,13,-1005
-9,27,-1026
0,37,-1011
-19,35,-1018
-9,31,-1018
-9,23,-1013
-19,17,-1028
-13,33,-1011
-19,33,-1011
-15,21,-1013
-15,25,-1015
-9,27,-1028
-13,23,-1022
-19,37,-1015
-11,23,-1016
-5,29,-1007
-13,21,-1016
-11,29,-1018
-7,37,-1009
-3,31,-1007
-9,23,-1011
-25,15,-1016
-19,19,-1011
-17,44,-1009
-5,33,-1015
-11,19,-1007
-11,15,-1011
-11,23,-1016
-5,42,-1005
-15,39,-1011
-19,29,-1013
-25,13,-1011
-25,15,-1009
-15,29,-1026
-17,37,-1016
-3,31,-1011
9,19,-1007
19,42,-1013
29,33,-1011
50,35,-1015
33,-1,-1028
17,17,-1015
21,7,-1044
-29,44,-1044
-9,21,-1005
-23,42,-1003
-11,56,-999
283,46,-968
78,78,-1005
392,-21,-913
798,56,-942
433,126,-1171
1104,-40,-927
856,23,-1134
952,17,-1139
1149,44,-1061
1120,19,-1056
1069,91,-1110
1153,74,-1034
1116,29,-1048
1179,80,-985
1005,-27,-989
1118,46,-899
1026,39,-927
944,0,-864
997,35,-825
874,5,-1003
905,142,-933
864,25,-927
923,-1,-966
806,37,-1071
899,-15,-1015
829,29,-983
966,160,-1005
968,99,-1128
1036,134,-1052
1063,52,-1040
1073,-21,-1091
1114,-19,-1153
1036,0,-1098
1114,40,-977
1102,74,-1022
1128,97,-1073
1114,107,-1069
1136,76,-997
1118,-1,-1089
1112,-21,-1159
1100,48,-1067
1098,48,-936
1173,74,-901
1200,70,-985
1188,121,-944
1210,72,-899
1239,-19,-1022
1202,-37,-1098
1138,-64,-1056
1083,52,-899
1139,-13,-878
1056,64,-983
1059,165,-913
1054,-48,-880
1177,27,-970
1192,50,-1136
1214,179,-1040
1216,154,-935
1204,-103,-991
1169,70,-1073
1159,122,-946
1153,152,-892
1241,29,-985
1167,46,-1116
1212,117,-1073
1227,140,-1061
1171,-81,-1030
1257,-132,-1102
1282,95,-995
1292,160,-872
1421,302,-938
1356,167,-1108
1266,101,-1089
1280,-156,-1071
1239,-236,-1071
1266,99,-1056
1278,148,-962
1251,183,-858
1333,35,-884
1087,-119,-1151
1319,162,-1032
1245,-35,-1106
1300,-3,-1001
1393,33,-952
1301,39,-919
1307,35,-890
1358,-60,-991
1255,-56,-1073
1282,60,-1147
1124,191,-1083
1200,64,-933
1132,150,-1003
1255,-78,-960
1286,40,-868
1180,-64,-954
1280,-42,-1155
1362,224,-1050
1247,173,-1077
1325,115,-952
1216,-130,-970
1192,5,-1046
1157,21,-970
1221,150,-997
1184,277,-1093
1356,-3,-1100
1165,126,-917
1354,50,-946
1298,58,-1022
1255,163,-974
1440,-234,-1085
1163,226,-962
1163,191,-958
1395,-62,-1032
1132,244,-915
1368,-66,-938
1216,19,-1048
1218,-54,-1048
1247,136,-958
1184,54,-940
1016,-39,-1022
1186,304,-1032
837,68,-989
1075,-204,-944
646,171,-1001
763,-136,-993
628,163,-999
411,35,-956
488,-99,-974
392,64,-1036
292,85,-964
491,167,-894
162,-40,-1075
64,89,-972
253,-294,-1192
-292,400,-1184
13,-218,-1052
-113,95,-1026
-265,121,-974
-99,-39,-925
-281,245,-981
-109,187,-1052
-76,5,-1206
-236,21,-1098
-17,-160,-1063
-134,42,-991
-858,-101,-1188
-523,251,-933
-521,-158,-993
-1081,349,-1202
-1399,-46,-1007
-1184,-11,-1007
-870,-117,-632
-2059,-158,-1120
-1044,-25,-792
-1715,83,-1028
-1651,349,-972
-1235,185,-1009
-1282,31,-870
-1276,-158,-892
-1138,-173,-1024
-1130,93,-1003
-1079,70,-1192
-691,31,-1149
-1139,203,-1223
-817,3,-1097
-962,9,-1104
-749,-39,-903
-634,-113,-1038
-718,-13,-958
-741,31,-1026
-835,255,-1024
-466,-42,-956
-925,-21,-1069
-892,-76,-950
-710,-66,-806
-815,80,-854
-948,80,-933
-860,-40,-983
-1063,222,-1065
-1262,124,-1093
-979,-134,-966
-1022,-121,-936
-1198,-107,-890
-1262,105,-911
-1190,158,-839
-1235,78,-1083
-1102,19,-1120
-1188,89,-1042
-1262,-29,-1220
-1229,11,-1143
-1075,0,-977
-1155,25,-1028
-1227,-130,-1128
-1163,97,-1100
-1278,224,-1132
-970,-40,-1177
-1128,29,-1200
-1097,-80,-1110
-1016,119,-977
-954,-54,-835
-1233,-204,-1116
-1020,195,-1038
-1292,345,-1028
-1216,-66,-1057
-1235,-220,-1059
-1188,-72,-1007
-1102,140,-821
-1210,107,-927
-1223,-76,-1095
-1169,58,-1020
-1387,489,-835
-931,-292,-1042
-1512,-269,-1054
-1446,70,-849
-1403,142,-864
-1469,-89,-960
-1403,19,-1134
-1278,257,-956
-1389,122,-933
-1155,68,-1091
-1251,-87,-1085
-1114,80,-972
-1182,193,-983
-1071,-105,-1126
-1255,19,-1186
-1095,72,-1059
-1284,216,-1028
-1114,40,-1028
-1202,-66,-1143
-1290,158,-968
-1247,46,-976
-1227,-199,-1116
-1360,-109,-1145
-1272,70,-1013
-1311,230,-880
-1159,-19,-913
-1233,-113,-1026
-1266,80,-985
-1260,46,-1026
-1157,-19,-1056
-1325,-44,-1149
-1239,27,-1005
-1245,42,-837
-1245,-50,-966
-1177,-60,-1122
-1227,95,-1079
-1128,117,-972
-1042,64,-1073
-915,-85,-1091
-915,-68,-977
-823,80,-868
-776,-5,-1013
-737,27,-1116
-700,39,-1093
-726,210,-1022
-569,56,-1005
-595,-19,-1104
-450,-107,-1009
-571,-9,-972
-409,50,-944
-441,-15,-1112
-396,44,-1050
-429,78,-913
-359,115,-895
-294,21,-993
-228,-74,-1005
-288,80,-892
-169,33,-929
-130,37,-1085
-78,46,-1069
-163,122,-1015
-54,40,-989
-81,-50,-1087
-62,-81,-1063
-107,13,-1007
-89,105,-1005
-97,58,-1075
27,56,-1036
-62,15,-1001
144,66,-929
439,35,-938
87,19,-1120
468,31,-1038
507,113,-1065
167,31,-1169
646,-70,-1028
267,44,-1108
261,3,-1028
394,-13,-987
91,46,-1075
165,-13,-1036
89,87,-985
-60,37,-997
-35,-50,-935
-78,42,-915
-204,37,-897
-177,78,-890
-177,74,-966
-249,46,-1020
-136,148,-976
-124,111,-1013
-80,-29,-1063
-199,-58,-1097
-134,-5,-1052
-501,72,-1173
-862,-7,-1233
-64,80,-845
-985,21,-1153
-1298,64,-1042
-341,56,-851
-1159,247,-1116
-995,-39,-931
-841,17,-1040
-757,89,-970
-890,66,-993
-591,37,-999
-657,-15,-1032
-650,-19,-1063
-447,74,-1050
-583,-3,-1112
-244,40,-1042
-386,27,-1114
-382,3,-1034
-140,-13,-970
-308,-27,-1048
-245,17,-1022
-224,66,-976
-232,3,-929
-187,-17,-940
-220,11,-942
-244,31,-884
-124,27,-892
-167,-27,-979
-187,5,-942
-101,72,-931
103,81,-917
-21,80,-987
27,-37,-958
337,-3,-966
208,-19,-1065
238,40,-1016
337,-11,-1052
366,48,-1122
204,44,-1026
244,3,-1069
355,48,-1079
91,62,-1095
230,64,-1075
115,58,-1089
44,56,-1112
87,68,-1028
-46,44,-999
-42,27,-1009
-60,-52,-1013
-132,42,-1005
-97,21,-1022
-144,35,-1038
-121,29,-1026
-144,-3,-1052
-142,23,-1011
-142,3,-1028
-167,0,-1067
-185,39,-1057
-148,1,-1040
-212,64,-1050
-160,58,-1018
-187,31,-1011
-136,-11,-981
-150,-3,-1001
-113,-5,-1005
-122,50,-1024
-83,74,-981
-81,72,-995
-70,50,-1001
-68,39,-995
-37,44,-981
-46,42,-1001
-15,56,-995
-23,56,-987
-11,48,-974
-25,54,-962
-7,25,-968
-37,54,-966
-9,19,-970
-42,80,-976
-21,44,-977
-29,83,-1001
-13,31,-1011
-35,46,-1007
11,-19,-1005
-29,19,-1024
13,13,-1011
-19,39,-1030
13,29,-1022
-17,13,-1050
13,-5,-1028
5,-5,-1042
21,3,-1034
3,17,-1038
23,13,-1030
0,13,-1059
21,-1,-1042
0,5,-1052
35,-23,-1048
-1,-5,-1050
35,-21,-1030
-3,21,-1046
27,21,-1034
1,19,-1032
21,-3,-1009
0,-3,-1030
15,3,-1005
-11,3,-1009
9,13,-1007
-9,3,-1001
-15,21,-1005
-29,21,-1003
-35,25,-997
-33,33,-993
-39,44,-1007
-37,52,-1003
-50,52,-1007
-60,64,-1005
-60,48,-1003
-62,44,-1005
-52,50,-1003
-58,46,-1003
-33,39,-1007
-48,46,-1028
-27,58,-1024
-50,56,-1024
-31,39,-1030
-44,62,-1036
-33,35,-1015
-40,74,-1013
-21,31,-1022
-56,58,-1028
-15,46,-1003
-33,39,-1015
-23,23,-999
-35,9,-1011
-17,29,-1005
-21,29,-1015
-21,27,-1011
-5,19,-1005
-25,17,-1007
19,19,-983
-44,21,-1032
42,0,-985
-33,25,-1026
52,-39,-1022
21,25,-1024
39,44,-1013
306,9,-989
-134,-11,-1011
154,31,-1091
-23,-7,-952
78,11,-995
-48,60,-1100
54,37,-979
35,-33,-1028
31,64,-1028
19,-31,-995
15,72,-1011
11,99,-1044
-11,-11,-997
-42,46,-1046
11,-7,-1018
-44,-5,-1040
-27,19,-1044
-19,5,-1024
-37,39,-1013
-44,54,-1028
-7,13,-1026
-52,19,-1011
-62,-33,-1016
-39,5,-1034
-83,68,-1020
-25,42,-985
-68,25,-1018
-56,31,-1005
-60,-9,-1030
-44,7,-1005
-62,54,-1007
-1,-7,-999
-46,7,-1009
-21,17,-981
-21,37,-1009
-3,58,-1005
-1,17,-1005
-31,-3,-1036
-56,56,-1046
-11,44,-1040
-40,85,-997
-25,56,-989
-9,9,-970
-46,-5,-1005
-44,60,-1022
-46,66,-1050
-37,91,-1013
-42,91,-999
-3,9,-976
-23,5,-993
-15,35,-1005
-39,76,-1044
-17,89,-1050
-7,89,-1036
3,44,-1020
5,35,-1018
21,23,-1013
21,21,-1028
13,40,-1016
7,44,-1013
3,44,-1018
0,56,-1015
7,15,-1005
17,25,-1005
13,1,-1007
5,23,-1005
13,39,-1016
13,52,-1020
11,35,-1024
-13,9,-1015
23,13,-1026
-5,5,-1003
9,0,-1013
1,15,-1015
-19,33,-1011
-33,35,-1022
-15,31,-1015
-25,-5,-1016
-13,-11,-1003
-11,-1,-1020
-25,37,-1015
-7,48,-1007
-27,39,-999
-29,13,-1001
-27,-5,-1020
-35,5,-1011
-31,-1,-1022
-23,9,-1003
-29,40,-1009
-19,40,-1007
-31,39,-1005
-33,25,-1001
-39,-3,-1011
-29,21,-1005
-11,15,-1007
-15,31,-1018
-13,37,-1024
-11,25,-1015
-19,29,-1015
-21,17,-1015
-17,3,-999
-17,5,-1007
-5,15,-1003
-11,46,-995
-7,44,-1005
-15,3,-1016
-25,9,-1020
-15,15,-1016
-19,48,-1011
-21,35,-1003
-7,9,-1009
-9,11,-1015
0,29,-1016
1,33,-1026
-3,21,-1030
-5,0,-1018
3,25,-1018
3,58,-1022
-1,66,-1013
5,35,-1018
13,3,-1028
7,31,-1016
0,35,-1028
-5,46,-1026
-5,40,-1022
-5,21,-1020
-13,37,-1016
-3,29,-1018
-11,40,-1016
-7,40,-1030
-5,39,-1028
-7,40,-1015
-3,40,-1013
-11,44,-1013
-9,44,-1007
-13,19,-1015
-13,23,-1007
-5,35,-1015
-17,44,-1016
-15,56,-1009
-13,35,-1005
-23,40,-1007
-25,31,-1009
-21,40,-1007
-29,42,-1001
-37,27,-1016
-33,27,-1007
-15,29,-1015
-21,39,-1011
-17,35,-1007
-15,9,-1009
-15,-3,-1011
-27,9,-1013
-13,21,-1016
-11,39,-1009
-1,23,-1015
-11,13,-1015
-19,0,-1013
-29,15,-1024
-21,13,-1013
-11,17,-1016
-23,11,-1013
-17,19,-1013
-27,21,-1013
-15,29,-1015
-15,19,-1013
-13,9,-1024
-7,-5,-1026
-3,7,-1022
-7,29,-1020
-1,29,-1024
0,19,-1018
-1,9,-1015
-3,11,-1016
5,25,-1020
9,29,-1020
-3,21,-1020
-5,17,-1013
7,21,-1009
-3,29,-1001
-3,33,-1018
-7,31,-1007
-5,19,-1005
-3,21,-1016
-15,40,-1007
-15,35,-1013
-9,29,-1015
-15,27,-1009
-3,15,-1016
-13,37,-1001
-9,37,-1013
-19,35,-1016
-5,39,-1007
-11,19,-1016
-21,35,-999
-17,39,-1015
-25,39,-1009
-15,33,-1011
-21,15,-1007
-19,21,-1013
-19,29,-1020
-19,31,-1020
-15,39,-1011
-9,17,-1020
-7,21,-1016
-11,42,-1013
-3,29,-1016
1,31,-1020
-7,25,-1015
-17,25,-1015
-15,40,-1016
-7,44,-1009
-11,35,-1015
-11,19,-1013
-9,19,-1013
-7,35,-1015
-13,29,-1018
-7,25,-1016
-7,29,-1015
-9,29,-1024
-13,33,-1011
-5,31,-1018
-9,37,-1011
-1,25,-1013
-9,15,-1013
-1,40,-1007
0,33,-1011
-13,39,-1020
-11,13,-1016
-5,9,-1007
-21,27,-1005
-17,29,-1009
-19,37,-1020
-25,27,-1013
-9,19,-1015
-13,35,-1013
7,19,-1011
-25,33,-1011
-19,25,-1003
-9,9,-1024
-13,17,-1018
-11,29,-1016
1,25,-1015
-11,25,-1011
-11,7,-1015
-17,29,-1018
-7,15,-1018
-15,19,-1020
-13,29,-1013
-11,19,-1013
-15,31,-1018
-17,29,-1016
-7,21,-1013
-9,27,-1013
-17,17,-1018
-21,25,-1015
-19,31,-1020
-11,31,-1020
-19,33,-1018
-15,15,-1020
-23,23,-1016
-17,31,-1013
-13,37,-1009
-13,39,-1001
-25,19,-1020
-17,27,-1013
-21,21,-1009
-19,37,-1001
-15,39,-1015
-5,29,-1007
-23,31,-1015
-13,35,-1015
-13,27,-1003
-13,46,-1016
-11,25,-1007
-5,13,-1005
-5,29,-1011
-7,31,-1022
-11,35,-1005
-1,31,-1013
-11,29,-1016
-11,27,-1018
-11,21,-1026
-1,46,-1016
-9,33,-1015
-5,27,-1009
-13,29,-1020
1,25,-1022
-13,44,-1016
-7,25,-1018
-7,13,-1020
-11,27,-1022
-9,21,-1015
-5,40,-1024
-11,27,-1034
-5,21,-1018
-19,25,-1026
-7,27,-1015
-17,46,-1028
-11,23,-1015
-11,31,-1016
-19,19,-1015
-21,19,-1007
-19,37,-1007
-17,40,-1013
-15,19,-1022
-9,31,-1015
-15,27,-1016
-15,40,-1020
-13,29,-1015
-13,15,-1016
-15,23,-1018
-17,25,-1013
-21,33,-1018
-5,33,-1009
-13,23,-1007
-11,19,-1003
-17,15,-1011
-5,23,-1018
-21,31,-1013
-13,31,-1015
-15,21,-1015
-9,19,-1018
-15,29,-1015
-21,37,-1018
-15,25,-1018
-11,23,-1024
-1,11,-1016
-15,25,-1013
-15,29,-1018
0,23,-1015
-5,27,-1003
-7,13,-1013
-9,27,-1003
-7,40,-1018
-5,29,-1020
-9,25,-1013
-17,21,-1024
-15,19,-1011
-17,33,-1013
-13,23,-1016
-11,29,-1015
-13,19,-1007
-21,21,-1015
-13,35,-1007
-11,29,-1020
-19,25,-1018
-9,29,-1018
-15,27,-1011
-5,40,-1015
-9,25,-1015
-21,25,-1015
-11,25,-1015
-15,23,-1009
-17,44,-1005
-13,40,-1020
-17,33,-1016
-21,19,-1015
-21,21,-1015
-11,37,-1007
-19,29,-1005
-21,31,-1013
-9,23,-1016
-23,27,-1016
-3,27,-1007
-7,29,-1013
-11,33,-1024
-17,23,-1016
-7,27,-1024
-13,33,-1015
-11,31,-1016
-11,21,-1028
-9,19,-1011
-13,19,-1026
-5,39,-1024
-9,35,-1022
-11,25,-1016
-15,29,-1018
-13,7,-1016
-13,35,-1016
-11,35,-1022
-5,23,-1013
-5,31,-1016
-9,23,-1016
-15,31,-1013
-7,33,-1015
-9,27,-1011
1,25,-1018
-21,17,-1015
-5,35,-1011
-17,27,-1007
13,31,-1007
-23,40,-1013
-1,15,-1020
-21,21,-1015
-21,37,-999
-13,29,-1028
-17,42,-997
-17,13,-1009
-5,19,-1020
-19,42,-1013
-1,25,-1015
-21,44,-1011
-9,5,-1005
-9,19,-1015
-13,37,-1013
-7,29,-1022
-15,37,-1011
-21,15,-1009
-13,35,-1016
-37,39,-1015
-11,27,-1026
-33,48,-1013
-7,13,-1005
0,15,-1016
-19,35,-1013
-31,29,-1016
-11,46,-1013
-23,25,-1020
-21,19,-1015
-21,39,-1016
-15,29,-1020
-15,31,-1013
-7,21,-1005
-15,13,-1018
-25,29,-1011
-21,37,-1005
-17,42,-1016
-15,31,-1011
-11,9,-1018
-19,29,-1005
-9,33,-1007
-11,39,-1011
-3,29,-1007
11,19,-1011
3,27,-1011
21,23,-1013
-9,33,-1016
-11,23,-1005
-29,11,-1016
-42,29,-1016
-48,35,-1022
-64,50,-999
-136,35,-1038
212,-35,-1038
388,230,-540
-19,17,-1292
1046,-226,-515
-298,23,-1551
-507,411,-1239
-1112,-226,-1132
91,52,-1054
76,165,-1175
240,105,-948
-197,78,-919
185,-140,-936
-25,160,-1255
-85,95,-895
-99,-68,-1011
-158,162,-1040
142,35,-1141
-80,-27,-888
56,-3,-911
-52,124,-1083
76,5,-1087
-165,54,-981
111,-33,-995
-146,78,-1061
183,0,-958
-148,46,-1048
119,27,-1034
-122,80,-1061
148,-31,-976
-130,66,-1059
132,-3,-976
-130,40,-1026
132,5,-977
-117,76,-1089
93,-9,-970
-117,74,-1020
117,-33,-989
-97,46,-1065
89,-27,-968
-85,74,-1036
89,19,-993
-56,60,-1028
46,-23,-993
-62,31,-1028
33,29,-977
-50,54,-1044
15,11,-1003
-50,54,-1001
21,5,-999
-35,64,-1016
7,0,-1018
-33,39,-1015
0,29,-1016
-21,40,-1028
0,25,-993
-23,44,-1016
-5,27,-1028
-25,31,-1011
-3,-1,-1011
-21,60,-1018
-7,54,-1003
-7,31,-1011
-15,21,-1026
-9,25,-1028
1,46,-1003
-5,29,-1011
-3,15,-1028
-11,31,-1009
-7,31,-1001
-13,54,-1018
-17,23,-1018
-17,11,-1005
-11,25,-1007
3,29,-1020
-19,39,-1007
1,42,-1011
-11,27,-1024
-5,25,-1016
-25,11,-1015
1,39,-1015
-19,35,-1016
-5,19,-1009
-31,21,-1009
-1,7,-1022
-23,35,-1013
-11,37,-1001
-21,25,-1020
-17,19,-1013
-19,23,-1005
-9,25,-1009
-13,37,-1018
-9,15,-1013
-19,29,-1015
-9,21,-1013
-5,33,-1018
-29,40,-1007
-15,29,-1007
-21,27,-1015
-15,17,-995
-19,31,-1003
-5,35,-1015
-23,19,-1024
-17,29,-1005
-21,17,-1009
-13,23,-1013
-25,39,-1020
-13,23,-1007
-19,33,-1009
-5,21,-1001
-9,23,-1015
-19,39,-1013
-3,19,-1026
-23,35,-1018
7,11,-1024
-25,19,-1022
-15,35,-1013
-17,19,-1024
-5,21,-1013
-25,27,-1009
-11,25,-1018
-31,40,-1015
-11,21,-1018
-21,35,-1020
-13,19,-1013
-15,15,-1028
-17,29,-1015
-7,31,-1011
-17,35,-1015
-11,19,-1016
-13,9,-1016
-7,44,-1015
-19,31,-1020
-5,35,-1015
-21,37,-1011
-11,9,-1015
-29,46,-1016
-17,27,-1016
-17,31,-1016
-19,29,-1013
-9,13,-1018
-15,42,-1011
-13,37,-1016
-15,27,-1011
-9,35,-1013
-29,9,-1015
-13,27,-1016
-15,39,-1013
0,31,-1011
-29,40,-1018
-17,11,-1013
-21,39,-1015
-5,33,-1013
-17,29,-1018
-5,39,-1009
-11,3,-1011
-15,23,-1011
-15,25,-1005
-7,27,-1022
-9,40,-1011
-19,13,-1011
-3,15,-1011
-21,27,-1015
-13,15,-1015
-29,37,-1009
-7,13,-1005
-21,31,-1015
-5,33,-1011
-21,23,-1015
-5,39,-1015
-23,17,-1016
-23,9,-1013
-15,33,-1005
-9,23,-1005
-17,37,-1020
-19,15,-1011
-1,13,-1022
-29,40,-1022
-11,25,-1015
-23,46,-1013
-1,19,-1013
-21,15,-1011
-21,29,-1009
-17,33,-1024
-9,39,-1018
-21,15,-1016
-11,19,-1011
-19,33,-1015
-7,33,-1022
-13,44,-1015
-15,29,-1009
-1,19,-1016
-7,29,-1015
-3,19,-1011
-15,46,-1026
-7,37,-1013
-11,19,-1022
-1,35,-1013
-19,15,-1015
0,35,-1015
-23,46,-1026
-7,5,-1015
-21,42,-1011
-5,33,-1016
-5,42,-1016
-17,39,-1020
-13,15,-1022
-21,33,-1013
-15,29,-1028
-15,35,-1015
0,40,-1013
-13,19,-1011
-5,29,-1015
-33,19,-1016
7,29,-1015
-29,39,-1015
-1,19,-1007
-27,27,-1011
-13,23,-1015
-13,31,-1024
-11,33,-1007
-17,25,-1016
-7,25,-1011
-13,25,-1016
-11,35,-1016
-15,37,-1018
-21,19,-1015
-5,27,-1015
-19,27,-1015
1,23,-1016
-19,39,-1018
0,11,-1013
-27,17,-1020
-17,13,-1005
-25,35,-1016
-17,39,-1003
-15,19,-1015
-17,21,-1005
-21,13,-1015
-15,21,-1020
-3,39,-1009
-21,21,-1013
-19,21,-1016
-19,23,-1013
-7,19,-1016
-19,39,-1009
-9,25,-1007
-27,35,-1018
5,29,-1022
-15,19,-1011
-11,40,-1013
-19,25,-1015
-13,19,-1011
-15,19,-1007
-9,19,-1020
-9,42,-1013
-13,21,-1011
-15,23,-1026
-23,25,-1009
-1,25,-1015
-17,35,-1018
-5,21,-1013
-21,29,-1020
0,19,-1013
-25,21,-1020
-9,39,-1011
-21,25,-1018
-19,33,-1016
-21,31,-1015
-7,21,-1009
-11,37,-1005
-11,37,-1015
-13,21,-1011
-27,25,-1007
-3,21,-1022
-23,35,-1007
-3,29,-1011
-5,31,-1022
-13,27,-1009
-11,29,-1022
-1,44,-1022
-19,31,-1001
-7,19,-1016
-21,33,-1013
-13,17,-1016
-11,27,-1028
-17,33,-1015
-5,25,-1026
-13,25,-1007
-9,13,-1016
-11,37,-1018
-1,35,-1015
-9,21,-1015
-11,27,-1013
-17,21,-1013
-5,29,-1016
-17,40,-1011
-5,25,-1018
-23,39,-1015
-1,13,-1011
-15,33,-1015
-11,40,-1016
-3,27,-1022
-21,33,-1015
-19,9,-1015
-15,33,-1015
-3,40,-1016
-19,21,-1016
-5,25,-1009
-21,19,-1018
-7,25,-1016
-11,40,-1020
-5,25,-1018
-29,29,-1011
-7,19,-1011
-21,19,-1009
-11,31,-1009
-17,21,-1016
